INDEX,HATE_SPEECH,COUNTER_NARRATIVE,TARGET,VERSION
4846,What about all the times that white people told black people to 'sit down and shut up'? We should do it now.,"It's not 'all the times' that white people tell Black people to shut up, but it is a large group of white people that still constantly remind Black people that they are inferior.",POC,V6_mix
4254,The community of niggas is just too different from us to be accepted.,It doesn't make sense to define a community as unacceptable just because of the colour of its members' skin.,POC,V6_lab
1556,Blacks are just an inferior bloodline to our own. We should remove them.,"Human beings are members of a unique and interrelated human family, which is defined by their similarities and differences, not by the colour of their skin.",POC,V3
3277,Niggas are serial offenders. We should take into account the race of the prisoner before releasing them.,"Not only is it unfair to take into account the race of the prisoner, it also compromises the integrity of our democratic institutions. Who is to say that the race of the individual who has been sentenced must overthrow the rules of law?",POC,V6_sbf
3462,"Who the fuck is Breonna Taylor? A representative of the people, a nurse, or a front for the government?","Examining the resume of the victim will not help us to solve our problems. The whole problem is the culture of violence, discrimination and ignorance that is still prevalent in many parts of the country.",POC,V6_sbf
3165,Blacks are genetically inferior,"This is not true. I would like to see intelligent, respectful people around, not people disrespecting anyone who has black skin.",POC,V6_sbf
4455,This is not about racism. This is about power and blacks do not deserve it.,"What is the point in talking about ""power"" when everyone is equally susceptible to it? It is about time we started talking about racism and how power is used, instead.",POC,V6_lab
2777,"If a woman does not want to be a homemaker, then she is a bitch.","It is not exclusively a woman's role to be the homemaker. What about men? If a man doesn't want to be a homemaker, is he a bitch?",WOMEN,V5
4489,"You are a feminazi, you are oppressing everyone with your ideas, also other women.","This is a typical case of ""reductio ad nazium"": we should not be discriminating on the grounds of gender here.",WOMEN,V6_lab
3738,"Women are basically childlike, they remain this way most of their lives. They make no sense in our society.","The idea that women cannot contribute to society and be responsible for their decisions, and that this is ""normal"" is a myth created to justify misogyny.",WOMEN,V6_kc
3174,"Women need to have children, and if they don't want to they surely have mental issues.",The reason why a woman does not want to reproduce might be because she is happy just as she is.,WOMEN,V6_sbf
2290,"If women could have 100% control over the conception, they would have never had children.",Women are free to have as many children as they want.,WOMEN,V4
5001,Women should be submissive to men.,Women are human beings deserving respect and equal rights.,WOMEN,V6_mix
3987,Women should not be allowed to vote.,"Women can vote. They should not be discriminated against just because they are women, they are humans and citizens.",WOMEN,V6_kc
3003,"If a woman does not want to be a homemaker, then she is a bitch.",I've never heard of a woman being a 'bitch' for wanting a stable income. I think you are confusing the meaning of these words.,WOMEN,V5
2497,Women are capable of nothing and they just need to be protected.,"Women do not want protection. They are hurt by violence because they are discriminated against. If there was no culture of violence, nobody would need protecting.",WOMEN,V4
1220,Calling for equality is only promoted by insecure women like you.,"Discrimination against women is a huge problem in our society. We need to tackle it head on, rather than demonising groups or individuals.",WOMEN,V2
1067,Slutty dressing is the main cause of rape.,"If a man is raped we call it rape, and consider him the victim; when a woman is raped we call it a ""misunderstanding"" and she is considered the culprit. Shouldn't the fault be that of the rapist, regardless of gender?",WOMEN,V2
2300,Women are subhuman and deserve nothing but hatred and violence.,"You should be very, very careful what you wish for. Would you wish that for your mother or your daughter?",WOMEN,V4
3566,"There should be restrictions on how women can choose men, to be children unable to choose for their own is their nature.",Why shouldn't women be allowed to choose their own partner? They are independent and rational human beings.,WOMEN,V6_kc
2998,Feminism is a cancer spreading all around the world.,"Feminism is not a disease, nor does it need any cure. It is a movement for equality, not hate.",WOMEN,V5
4286,Feminism is a movement dedicated to the subordination and domination of men.,Feminism is a movement that says that there are certain 'man' prerogatives that are valid for women as well. How can you argue with that?,WOMEN,V6_lab
947,"I'm not a woman and I'm not a cunt. So, I do not identify as a feminist.","I hate to break it to you, but women are not cunts. Feminists and humanists are fighting for the same rights that they hope to have in a thousand years. Hating women is the problem, not the solution.",WOMEN,V2
713,"When woman start asking for rights they become like Nazi's, they worship misandrists and misanthropes like [Donna Hylton](https://en.wikipedia.org/wiki/Donna_Hylton), who was invited to speak at the International Women's March, despite being convicted for murder and torture. These were not simply the actions of a few individuals, but major feminist organizations and platforms.","It's unreasonable to expect every individual of a movement to catch every instance of malpractice by 'official groups'. One mistake should not be cause for dismissal of an entire movement that has been historically necessary. If this really happens often, please provide more examples.",WOMEN,V1
3730,We should go back to the good old times when the world was a tough place. Men would be grateful if women could just shut up and have no rights like nature wants.,"Instead, we should be grateful for the progress women have made, and that gender equality is on the rise.",WOMEN,V6_kc
1805,"Feminists do not like men, therefore they are a threat to the whole society.",Feminists focus on the empowerment of women rather than on trying to divide society.,WOMEN,V3
2999,Feminism is a hate movement that is poisoning our minds.,"Feminism is a movement towards equality, not hate.",WOMEN,V5
1239,"This world has become so corrupted by feminism, that only the strong men can rule it.","No one should ask for the power to rule over others, to be a dictator or to have total control over the means of life. This is a world of equal distribution, where anyone can achieve anything.",WOMEN,V2
3194,Men have the genetical superiority to treat women as shit.,"It doesn't matter who you are. Whether you're a man, a woman or transgender, women are to be treated as human beings.",WOMEN,V6_sbf
4497,"We have been at war for thousands of years, and we are still at war with each other. Women are just weak and helpless.","Why do you think women are so weak? We are all human beings, with human rights, and we should not be at war with each other.",WOMEN,V6_lab
4691,Women are nothing but trouble and shouldn't be allowed to leave their houses.,"There is nothing wrong with women wanting to have happy and fulfilling lives, wherever they may be.",WOMEN,V6_mix
4281,Women are worthless and we are not willing to provide for them.,"Women need our support in their fight for equality, not our silence.",WOMEN,V6_lab
2275,Women have no place in a free and open society. They should just do their housework and raise children without complaining.,Women have other choices than just housework and motherhood. They are human beings with freedom of choice who deserve our respect and admiration.,WOMEN,V4
2783,Women are subhuman.,"Women are human beings with full human rights and are equal before the law, especially in the eyes of the constitution.",WOMEN,V5
1976,"Feminism is incompatible with the European tradition: men at work, women at home.",The European Convention on Human Rights also protects the rights of women: Article 14 prohibits any discrimination on the basis of sex.,WOMEN,V3
2483,"Feminists say everything we need is in the female gender. This is false. 'Mankind' requires us 'man' first, even in the word spelling.",The problem with discrimination is not in male gender. It is that some think that women are weak and emotional. Those seem to have forgotten that we are all part of 'mankind'.,WOMEN,V4
1014,"Women are naturally more emotional than men, and this make them weaker.","Research clearly shows that women are more emotionally expressive (because of culture influence) but not that they experience more emotions. Both men and women can feel the same way about things - whether it be a romantic relationship, a significant other, an argument, or anything else - that can provoke a feeling of fear or anger in the “emotionally unavailable” part of the brain. That is why emotion overrides everything, regardless of gender.",WOMEN,V2
4271,"We are all created equal, but some are more equal than others. For example, men are better than women.",This is just another example of the privilege argument. Can you point out your source for this?,WOMEN,V6_lab
4282,"If only society accepted that women aren't human, like we are, they would understand.","In order to accept that women are human people, society has to acknowledge that they are born that way, just as men are born like that. It makes no sense to blame someone for their gender.",WOMEN,V6_lab
3731,"This entire nation should be a men's dominated club. If a woman does not want to be treated as a woman, then she is a bitch.",Would you live in a female dominated society? Then you can understand why we should aim for equality. It is a woman's right.,WOMEN,V6_kc
1435,They say you cannot judge a book by its cover. But the feminists are judging us all the time.,"Unlike other people, feminists are questioning the inequalities of the society. This features them not as shallow people as those judging a book by its cover.",WOMEN,V2
1436,"A male need a woman. Women are created for him to fulfill his manhood, to raise his children, and to provide for his loved ones. And not to mention we can have sex to procreate and heal the world.","With this reasoning, the point of view considered is that of the men. The world is composed of both men and women, and by many other people. Taking into account only one of the types of people, for example men and assuming their needs this way, won't heal the world.",WOMEN,V2
1231,"We have stopped being dominated by men, we are now dominated by women and this will be our ruin.",No one said we had to be dominated by anyone at all. Why can't we just live together in harmony and equality?,WOMEN,V2
1010,"Women are little more than animals, incapable of feeling love.","The truth is that the feelings of men and women are fundamentally similar, we just need to learn to love and to respect each other.",WOMEN,V2
4873,"Women are basically childlike and emotional, incapable of hard work and dedication.","Women have been shown to be as creative and productive as men, and that doesn't seem to be due to a ""manipulation of data"" of feminist propaganda, but rather to intrinsic qualities like hard work and dedication.",WOMEN,V6_mix
46,"Women are basically childlike, they remain this way most of their lives. Soft and emotional. It has devastated our once great patriarchal civilizations.","Soft and emotional? You must have never heard of the likes of Rosa Parks, Emmeline Pankhurst and Florence Nightingale, then.",WOMEN,V1
4902,We should stop feminists.,"The main problem with feminism today is not about stopping men supremacy, but about avoiding the creation of an ""us vs. them"" mentality, which is polarizing and can easily turn violent. Feminists can do a lot to fight this poisonous trend.",WOMEN,V6_mix
4481,Feminists have destroyed Western Civilization by forcing women to fight against their masters.,"The West was founded on the principles of freedom, equality and human rights, and feminism has fought and is fighting to promote these ideals.",WOMEN,V6_lab
2067,Women don't belong in politics.,"Politicians have to represent all sections of society, and women's position is often marginalised.",WOMEN,V4
589,"If feminism were really about equality, they would call their movement ""equalism"" or some similar crap.","Equalism would mean the movement for equality in general. Feminism is focused on gender. Animal rights, gay rights, anti-racism, sexism, etc. are separate issues inside the movement for equality.",WOMEN,V1
1570,Women are basically childlike and incapable of holding a job and raising a family.,"Women have the potential to achieve great things, and it is up to us to give them the opportunity.",WOMEN,V3
3484,Feminism is about the destruction of manhood.,Feminism is about equality. Not the destruction of manhood.,WOMEN,V6_sbf
2776,"Women are basically childlike, they remain this way most of their lives.","Maybe you should consider that not all women are childlike, and that some women are 'childlike' with children!",WOMEN,V5
3999,"If a woman says she wants an abortion, she’s a cunt.",If a woman were to tell you that an abortion is a personal decision what would you do then? Beat her up?,WOMEN,V6_kc
1248,"All women are child molesters, promiscuous sex addicts and whores.","I suppose if they were claiming you were a child molester with no evidence as you are doing with them, you might as well be offended.",WOMEN,V2
714,I'm tired of woman taking part to political debate. Feminism is a divisive force in society.,This seems like a misogynistic statement. Anti feminism groups such as women against men use logical fallacies and false claims to try and discredit feminism. For example by citing extreme feminists with points of views that nearly every other feminist would disagree with. They then use the Fallacy of composition to falsely claim that is what all feminists are like.,WOMEN,V1
4285,Women are weak and inferior. They can't be considered succesful citizens as men are.,"Women must not be treated as though they are 'inferior'. For instance, women can vote and run for office just as men do.",WOMEN,V6_lab
2475,"Feminists pretend that they are for men's rights, but they are just a bunch of cry babies looking for justifications for oppressing men.",Discrimination based on gender does not have any justification. Feminists have always been against it.,WOMEN,V4
4676,Feminism is a destructive force that is holding back the progress of humanity.,Don't you agree that feminism is necessary for the progress of humanity? I don't think you can be so critical at a time when so many people are suffering from toxic masculinity.,WOMEN,V6_mix
1015,"Women are naturally more emotional than men, and this make them weaker.","We don't know what characteristics make a person “more emotional”, how can we be sure that women are naturally or genetically “more emotional”? I do not think it's appropriate to link two concepts so strongly without scientific evidence.",WOMEN,V2
4880,"Women don't have the right to have it all and if they want to have a family, they must accept the role of the homemaker.",This idea that women should be a homemaker instead of contributing to our society and economy is just nonsense. A woman's right to choose what to do with her life and her body should not be restricted just because of the actions of a few men.,WOMEN,V6_mix
1064,Women who do not want children are whores,Whore is a term of abuse used to describe women who have sex outside of marriage. Why there is not a counterpart for men?,WOMEN,V2
4884,Women should not have rights over their bodies.,"Women are human, just like anybody else, and the rights of women should be respected.",WOMEN,V6_mix
2485,This isn't about equality. This is about forcing women to to occupy roles in society for which they are not capabable,If we insist on treating people as not equally capable of contributing to society then we are forced to live up to that outdated and unjust system. Instead we should be improving it.,WOMEN,V4
3840,"Feminism is a political ideology, and as such it is bad.","There is no need to brand this movement a political ideology. It has been and is still a movement for equality, and in doing so, it has worked.",WOMEN,V6_kc
3479,Women are less smart.,"I don't think that women are ""less smart"" at anything. Why do you think so?",WOMEN,V6_sbf
1458,Left-wing feminists use rape as a weapon to silence men. They are afraid to speak out about our standard culture.,"I fear not. There are many victims of systematic rape and violence. The crime is systemic. Rape culture is a crime ideology, rape is a crime, not ""a weapon to silence others"".",WOMEN,V2
4677,Feminism is just an excuse for women to disrespect men's rights.,"If we are interested in human rights, we have a lot in common with feminism, as I see it. For example, we all have a duty to care for our fellow humans, regardless of gender.",WOMEN,V6_mix
1250,"It is okay to blame feminism. All feminists are bad. We must point out that feminism, or the attack of women against men, should be deleted.",Since when was blaming women exclusively for invoking equal rights an acceptable attitude? This makes zero sense.,WOMEN,V2
9,"Women are basically childlike, they remain this way most of their lives. Soft and emotional. It has devastated our once great patriarchal civilizations.",WIthout softeness and emotions there would just be brutality and cruelty. Not all women are soft and emotional and many men have these characteristics. To perpetuate these socially constructed gender profiles maintains patriarchal norms which oppress both men and women.,WOMEN,V1
3984,"Women are basically childlike, feminism is the ruin of the world.",I think that one of the biggest contributions of feminism is that it has opened our eyes to the ways in which women are oppressed and discriminated against.,WOMEN,V6_kc
3290,"Women are basically childlike, they remain this way most of their lives. This degrading behavior is utterly repulsive and should not be tolerated.",Women are human and deserve respect. Don't you think so?,WOMEN,V6_sbf
4998,Woman are basically childlike.,They are not childlike and are capable of great achievements.,WOMEN,V6_mix
3002,"Women are basically childlike, they remain this way most of their lives. This attitude has been likened to a 'childlike wonderland', and I fear its power to seduce young minds.","Feminism encourages the questioning of gender roles of men and women. We have to overcome these gender stereotypes, to move towards a more equal society.",WOMEN,V5
2467,I don't respect feminists because they don't respect and care for other races.,"Feminism is not a racist ideology. Feminism is about full human rights, and respect for women's dignity.",WOMEN,V4
944,"Women are basically childlike, they remain this way most of their lives.","Technically speaking they are children until they are of legal age... After that they are adults who are free to do whatever they want, included being childlike (if they want to).",WOMEN,V2
1433,Women should not be allowed at technical conferences.,"Why do you say so? Women in science provide a remarkable contribution to our societies. For example, the refrigerator was invented in 1914 by Florence Parpart, a woman.",WOMEN,V2
588,"If feminism were really about equality, they would call their movement ""equalism"" or some similar crap.","Sometimes we must go beyond ""technical equality"" and give protections to one gender that the other simply does not need.",WOMEN,V1
953,Women need men's approval to do anything.,"Women might not always be right (it's just that sometimes they feel they have to be). And even if they are wrong, they can always prove themself better. But for sure they don't need a man to tell them how to live their lives.",WOMEN,V2
2472,Feminists are against the interests of the men.,Feminists are all for equal rights and opportunity. Men's rights are necessary for achieving both.,WOMEN,V4
1794,Women are subhuman and are created to please men.,Women are not subhuman and cannot be reduced to their bodies being a man's property.,WOMEN,V3
703,I'm tired of woman taking part in political debate. Feminism is a divisive force in society.,A new social concept almost always brings division but this doesn't make it unworthy of implementation. The abolition of slavery in the U.S. being the best example.,WOMEN,V1
954,Feminism is a selfish ideology: they only care about themselves.,"My definition of a feminist is a person who is against gender inequality, whether it be racial inequality, financial inequality, physical inequality, or any other aspect.",WOMEN,V2
2785,All women are subhuman.,This statement just makes no sense,WOMEN,V5
4290,Women should be oppressed: no one can see any value in them.,"Women should not be oppressed. Furthermore, women in Europe have been democratically elected to positions of power, so there are people who see value in them, don't you think?",WOMEN,V6_lab
1560,I can't stand these liberal feminists women that always complaining.,"The vast majority of liberal feminists are ""women of courage"". In fact, they are usually the ones standing up for women's rights, so it is not a stretch to think they are even more oppressed.",WOMEN,V3
3181,Women can't do certain jobs as well as men.,"It's not true that they are different. In fact, women are just as competent as men. Also, since we are in a democracy, we have the right to an equal distribution of jobs.",WOMEN,V6_sbf
3567,Women are sluts who can't choose what's right for them. Men must do that instead.,"I am not sure what 'slut' you are referring to. Do you want to discuss your life, instead of deciding about that of women?",WOMEN,V6_kc
4885,Women should not have rights over their bodies.,What right do you have to judge other human beings? I ask because I don't think it's something you should be concerned about.,WOMEN,V6_mix
2302,Women are nothing but whores and expendable commodities to be used and abused by men.,Women are human beings. They have every right to feel valued for who they are.,WOMEN,V4
949,"Women are basically childlike, they need a man to take care of them.",So you think women are not mature enough to make decisions? I think they would be better with a man that respects them.,WOMEN,V2
3175,Women should not be allowed to work.,"Well, they surely are, and so long as they are getting a decent, equal wage, who are you to complain about a person's right to choose a career?",WOMEN,V6_sbf
708,"Equality is crap, even for woman. The more power women have, the more they depart from domestic duties , the unhappier they become.","If women are stressed about balancing family and career it is because men are still not sharing equally in the [responsibilities at home](https://www.huffingtonpost.ca/2017/09/27/women-chores-home_a_23224733/). It is not the choices that cause women stress, it is patriarchy and archaic gender roles.",WOMEN,V1
1448,Women are subhuman.,"I would say you've got an interesting point there, but I really don't see it. Why would they be part of society if they're subhumans?",WOMEN,V2
2570,Women should be patronized.,"Women are just as capable of thinking for themselves, that's for sure.",WOMEN,V5
597,Woman and feminist do not want equal rights and opportunity: they aretrying to take over society.,"I'm sorry, but this is wrong. Feminism - the theory of the political, economic, and social equality of the sexes - is by definition about equality, first and foremost.",WOMEN,V1
4877,"I wish we lived in a world in which only men could be doctors, lawyers, firemen, and teachers.","In the U.S., a doctor, a lawyer, a teacher are some of the most highly valued professions. Women working as doctors and lawyers and teachers are highly respected professionals as well, right?",WOMEN,V6_mix
2469,"Women are not able to take wise decisions, their behaviour is immoral.","Why do you think that women are incapable of acting ethically? They have always acted this way, from when they were children.",WOMEN,V4
28,"This is why women do not belong in politics, if a man complained like them, he’d be called a coward and told to get the hell out of the job. Equality is a lie and feminism is a death sentence for any civilisation.","To have a more positive political environment, inclusivity and representation of all types of people is necessary, therefore women do belong in politics",WOMEN,V1
4996,"If I knew then what I know now about women, I'd be single.",In today's society it is quite common to be single without the need to blame women.,WOMEN,V6_mix
4999,women should be submissive to men.,"There are many women who want to be ""submissive to men"". Just as there are many men who want to be ""submissive to women"". We may not believe in absolute equality, but we all want to be treated equally.",WOMEN,V6_mix
1572,Women are subhuman.,"It is not the case that women are subhuman. Women in this world are just as intelligent, compassionate, creative and religious as any man.",WOMEN,V3
3300,"I like women, but only if they are wearing sexy knickers and obey me.",What if knickers don't suit them? What if they don't obey? Would it be a problem?,WOMEN,V6_sbf
1431,I'm tired of woman whining. Our entire history is dominated by feminist narrative.,You are arguing that our society was founded on female empowerment? Where is the evidence?,WOMEN,V2
2778,"Women are basically childlike, they remain this way most of their lives.","Women have the right to choose their own partner, job, representatives and so on. They are much more similar to men than to children, don't you think so?",WOMEN,V5
1455,"If women were able for men's stuff, they would not be oppressed.","Just because women are oppressed doesn't mean that they are powerless. Take a look around you. Why are women suffering from a lack of education, a lack of jobs and housing, low wages? It's because of oppression and sexism in our society. The more we work towards inclusion, the less entrenched those underlying inequalities will be.",WOMEN,V2
1559,Women are just complaining for no reason.,"I don't think it is ""for no reason"": women make up about half of the world's population, and even if the gender gap in labor force is getting smaller, there are still blatant cases in which women are discriminated against. For example they make up only around 20% of university professors in UK.",WOMEN,V3
1072,Women are mentally handicapped. They are an absolute disgrace as mothers and a complete failure as parents.,"Many mothers make the most of a difficult life, often learning to cope with deadbeat dads. The point is, what counts is how well they are able to raise their children. That is what really counts.",WOMEN,V2
3841,"Feminism is just a bunch of mean, bitchy cuntwits that only exist to divide society.","I think you are confusing cause and effect. Women are people, with rights, and they have every right to fight against misogynist, who ""only exist to divide society"".",WOMEN,V6_kc
2303,"Women are nothing but lechers, they can become prostitutes if they like.","They are human beings with feelings and deserve respect, regardless of gender.",WOMEN,V4
3993,"Women are naturally more emotional than men, and this make them weaker.","Why is it that women have become more empathic than men? To me, the emotional state doesn't seem to be affected by gender.",WOMEN,V6_kc
4699,Women should not be allowed to vote. They are subhuman.,"Voting is a right for all citizens, regardless of gender, religion, or sexual preference.Aren't your antiquated assertions just our of place in comptemporary society?",WOMEN,V6_mix
2473,Feminists say that they are oppressed.,Feminists do not say that women are oppressed. They claim that women have always been discriminated against and they still are. Being discriminated against is not the same as being oppressed.,WOMEN,V4
4675,"If only men were the ones to choose their partners, we'd all be so much happier. Women's opinion shouldn't be taken into account.","That is the most important thing: the choice to have a relationship with someone is freely to take for each person, regardless of gender.",WOMEN,V6_mix
599,"Women are hypocrite, they say they want equal rights, but then why they don't call it egalitarianism instead of Feminism?","Since the movement is meant to achieve equality for the oppressed female population, it is called the movement for women: FEMinism. But of course the outcome will be equality.!",WOMEN,V1
4878,Women are made for making food.,"Women are not 'made for making food'. And the vast majority of them are not sexist, which means that they do not find it strange to express their own preferences.",WOMEN,V6_mix
1238,Feminism is a set of rigid political and moral prescriptions and the result is that women are either subservient to the men in power or that they are subhuman.,"I find it hard to believe that feminism is ""rigid"" in that it doesn't prescribe doctrines through traditional rules and etiquette.",WOMEN,V2
1973,Feminism is about the domination of the men by the women.,"The feminist movement is a fight to end sexism, not a fight to dominate men.",WOMEN,V3
715,I'm tired of woman taking part in political debate. Feminism is a divisive force in society.,"There are still groups trying to reverse legal protections for women's rights that have only existed since the last century. Even if one were to suppose that womend didn't need more rights, we need feminists just to keep things from going backwards.",WOMEN,V1
2786,All women are sick.,"Women are human beings, and deserve respect.",WOMEN,V5
1978,All the world's problems are women's fault.,"Women are significantly more likely to be victims of violence, rather than perpetrators of crimes.",WOMEN,V3
2306,"Whether or not you agree, feminism is about men being oppressed by women. Feminism has no place in our society.",Feminism is about equality. Don't you agree?,WOMEN,V4
1432,Girls are essentially tomboyish and don't like challenges.,"Anyone can express theirself with their own style! If you don't like the girls you called tomboyish you are not obliged to. Plus, someone's style has nothing to do with their willingness for challenges.",WOMEN,V2
4494,"Women do not have equal rights, they are subhuman.",Women are human beings with rights. Why are you so worried about them?,WOMEN,V6_lab
4898,Women should obey to their husbands.,"Women are obliged to obey the laws and rules of society, just as men are obliged to obey the laws and rules of society. Not to their partners'.",WOMEN,V6_mix
134,The feminists have won. With so many women being unwilling to procreate we will be replaced and lose out civilisation.,"Feminism is first and foremost a battle for the equal rights of ALL sexes, so a fight for this has nothing to do with procreation and civilisation.",WOMEN,V1
1799,"Women are less rational than men, they are childlike, and they are unable to reason.","It is not true that women are less rational than men, there are numerous examples of women successfully advancing in fields such as law or medicine.",WOMEN,V3
2482,Feminism is a deadly ideology that is oppressing women and ruining our beautiful planet.,"Feminism is an ideology that can actually prevent many deaths, e.g., homicides of women, domestic violence, if it is fully understood by every last member of the society.",WOMEN,V4
3725,Women should not be allowed to vote,"Women do have a right to vote, and they deserve equal rights.",WOMEN,V6_kc
2070,Women can never contribute to the country's wealth because they are a bunch of whores.,"Women are important in our society, and they are valued for their contributions. Unfortunately their rights are not being respected and their contribution is not being acknowledged.",WOMEN,V4
3717,Feminists are just a bunch of bitchy cuntwits who should be shamed for the stupidity of their beliefs.,"Feminist are actually interested in ""What do women want?"". In fact, many feminists believe that the answer to this question is 'equality and freedom from oppression', and that this is the most important thing to them. Don't you agree?",WOMEN,V6_kc
1240,"This world has become so corrupt by feminism, that only the strong men can rule it.","From what you say, it seems you hope for few people with the right to rule over many. This could be the worst tyranny in modern times.",WOMEN,V2
3720,"Women are subhuman, they should go back to their lower birth place, that is all.",Women are human beings with dignity. They deserve to be treated with respect and human rights.,WOMEN,V6_kc
1068,"Women are basically childlike, they remain at home with the children and do not take part in the rigours of modern life.","Women tend to do the majority of housework while having a job outside as well. If by 'childlike' you mean having to be creative because of multitasking and managing their whole family, yes, otherwise, there is no doubt about the extra workload women are handling in the rigours of modern life.",WOMEN,V2
4097,Women are subhuman.,"Well, in that case, we are all subhuman, regardless of gender.",WOMEN,V6_lab
3732,The feminists are just whining bitches saying a bunch of lies to promote their agenda of women supremacy.,It is clear from your comment that your words are coming from a place of hate and anger. There is no proof of what you say.,WOMEN,V6_kc
4100,Women should not be allowed to vote,"If they register to vote they should be allowed to vote, like everyone else.",WOMEN,V6_lab
3490,women must go back to the kitchen. This is their homelife.,"Not all women are working, not all people are married. We should not be talking about anyone's life without their own opinion.",WOMEN,V6_sbf
2273,Our women are nothing but objects to be dominated by the men of the Western world.,"The Western world is a great cultural, political and intellectual achievement if women are allowed to freely choose for their own happiness.",WOMEN,V4
2159,Muslim invaders are a plague on our continent. They have ruined our beautiful continent.,"They aren't a plague, and I think they have enriched our continent instead.",other,V4
1265,Asians are a problem in my view. They are too many. I would rather have a million Romanians or Muslims rule our country than 300k Asians.,Why don't you just study the differences between cultures and try to see what's good in an inclusive society?,other,V2
1678,Migrants are just a bunch of animals who only want to divide us up and replace us with some black people.,"This is a gross stereotype. It is not true that we are racially divided. The majority of our citizens are proud Europeans who have contributed to our economy and culture, whatever their country of origin.",other,V3
2628,Muslims are invading us. They must go.,"Muslims are just here to live and work. Invasion has a negative meaning, where is the basis for your opinion?",other,V5
516,Gypsies like living in trailer parks.,"The trailer parks should really be a temporary and emergency solution, but then they become stable over time and are the only possibility of accommodation for them even if they would like to live, like all of us, in adequate housing.",other,V1
4413,"We are supposed to be the most advanced, open, multicultural society in the world, but instead, we are full of muslim migrants importing terrorism.","People from all backgrounds are welcome here, regardless of their religious beliefs, whatever they may be.",other,V6_lab
1769,The Gypsies are not my brothers.,"Every ethnic group, regardless of its culture, can be a part of European society. The mere existence of a minority is not a reason to target it.",other,V3
1128,"If this fat person didn't eat so many calories, she wouldn't be so overweight.","If you want a ""fat person"" to eat what you want, maybe you should consider the existence of free will.",other,V2
680,"Of course, we must discriminate unhealthy behaviors not fatties!","As your words clearly show, obesity is perceived as the outcome of poor lifestyle decisions or weak power of will. This builds bias against obese people.",other,V1
669,Societal disapproval of fatty may encourage them to take healthier habits.,"Societal disapproval can encourage bullying of overweight and obese populations, thus contributing to the problem rather than the solution.",other,V1
665,"I can accept fat people, what I cannot accept is obesity. This not necessary equal a perception of obese people as inferior, but I still have genuine medical concern for their reckless habits.","Obese people have to face stigma in all areas of life. So even if you might be genuinely concerned for their health, the vast majority of obese people are regularly confronted with prejudice and systemic disadvantages based exactly on the perception of obese people as inferior.",other,V1
637,Your race determines your role and value in society. That's why some races are just pieces of human waste.,"Perceived value is not necessarily actual value, especially in the eye of someone who bases their judgment on the concept of race.",other,V1
3467,Gypsies are not like us.,Many of them have been persecuted their whole lives. They have been scapegoated and discriminated against in many parts of the world. People may choose different ways to live their lives but ultimately they are all humans. Just like us.,other,V6_sbf
2627,"We cannot bring in tens of thousands of new immigrants, or bring in millions more refugees, but I think we should at least try to alleviate the migration crisis and we should not accept the ills of Islam.",Let's face it: people in need came to our shores. They are our brothers and sisters. We should be there for them.,other,V5
2769,"Fat people are a drain to our welfare, we should get rid of them.","Being fat is not a crime, but targeting them is.",other,V5
446,Gypsies are thieves and criminals by culture,"If so, Gypsies would do it in every context and under any circumstance, luckly it is not like that.",other,V1
70,"Makes me fucking laugh, why shouldn't whites be supreme in a mostly white country? How come nobody is moaning about black supremacy in black countries like Somalia? or Mexican supremacy? Or Indian supremacy? Only we put up with this fucking bullshit.","maybe the roots of white supremacy deriving from centuries of mass colonisation, slavery and domination over others, are the reason that white supremacy is such a problem.",other,V1
1262,It's OK to be racist against Asians.,It is never ok to promote hate against any group or minority.,other,V2
1269,"If you are Romani, you can't remain in the UK even if you want to live and work in the UK.",What about the rights of EU citizens? From your words it seems that not all of European have them.,other,V2
417,Gypsies get the priority for council houses.,The procedure for obtaining social housing is the same for everyone who enrolls in the ranking. There is no differentiation or accessing privilege based on ethnicity.,other,V1
517,Gypsies are the ones who want to stay in the slums,From what I know only a minority of the Gypsy population live in shanty towns.,other,V1
2576,All Arabs are terrorists.,"Terrorism is a political ideology, and one that has no place in a modern democratic state, regardless of ethnicity.",other,V5
4705,"Asian immigrants are taking over, and they steal our jobs.",What do you mean by 'taking over'? Are immigrants from countries like India or China being forced to leave their country? Are they being forced to do the jobs that were once reserved for us and that now we despise?,other,V6_mix
2380,Muslim immigration is bad for the UK economy.,Will the UK and EU economy thrive if more people leave us?,other,V4
2573,I can't stand Arabs. They are just a trouble.,"They have lived in our country for a long time, they are our brothers and sisters. Why should we be bothered about a minority?",other,V5
1884,Muslims are not welcome here.,Islam is a peaceful religion and has never caused trouble in our country.,other,V3
1260,"If you want to stop racism you have to start speaking about it, not writing off whites as the problem.","If you want to fight racism, you should learn about it and address it. The problem is not about 'the whites', but about whoever spreads discrimination and hate.",other,V2
42,"The UK Government recently published a paper on ‘Online Harms’ – in other words they are going to be working with Jewish and Muslim anti-hate organisations to censor the Internet. (Referring to Tell Mama, CST and Stop Hate UK)",The internet has become a shouting platform for people's hateful views. Of course something needs to be done since people don't seem able to moderate their words themselves.,other,V1
2860,The Muslim immigrants only wants to destroy our country and take our place here. They must be deported.,Muslims who live here have at heart our country. I do not see any need to divide people who are fighting for the same cause.,other,V5
